0,"Terletak masuk daerah kota, terletak dekat pantai losari. Benteng ini cukup terawat.Wisata sejarah pun dapat dimulai dari benteng ini."
1,Enaknya masuk ke tempat ini tidak di pungut biaya alias gratis kita cukup mengisi buku tamu di sebelah kiri pintu masuk . Tapi untuk masuk ke museum La Galigo yang berada di blok D tetap bayar kalau ga salah Rp.3000 murah bukan? Sayang waktu berkunjung ke benteng rotterdam ini suasana sangat rame karena sedang berlangsung acara miwf jadi saya malas untuk mengexplore lebih banyak tempat ini.
2,Datang sore hari dan menuju batas benteng. Langsung bisa melihat lautan dan jualan2nya. Bangunannya kuno. Cocok utk melihat sejarah dan selfie. Masuknyw gratis. Kecuali mau pakai guide
3,"buat pecinta museum saya rasa wajib kesini karena sebagian besar bangunan benteng ini masih berdiri kokoh. lokasinya juga tidak begitu jauh dari pantai losari, cukup berjalan kaki sekitar 17 menit saja dan tidak ada tiket masuk ke fort rotterdam alias gratis! kita hanya diminta untuk mengisi buku tamu saja. sebagai heritage lovers, menurut saya pribadi sih agak disayangkan cagar budaya sebagus ini tidak memungut biaya masuk padahal kan lumayan untuk biaya perawatan. di area fort rotterdam ini juga ada museum la galigo yang mana kita harus membayar IDR 5.000,- untuk masuk kedalamnya. fort rotterdam juga bagus untuk keperluan fotografi karena banyak spot menarik di dalamnya."
4,Ford Rotterdam merupakan salah satu iconik dari kota Makassar. Lokasi yang tak terlalu jauh dari pusat keramaian di kota ini. Untuk masuknya sendiri free dengan hanya mengisi buku tamu . Dari tempat ini kita bisa melihat bangunan-bangunan yang ada di dalam area benteng dengan arsitektur bangunan Belanda. Disini juga ada ruang tahanan yang mana pernah unutk menawan Pangeran Diponegoro.
5,"Benteng peninggalan penjajah yang saat ini menjadi destinasi wisata di Sulawesi Selatan tepatnya di Kota Makassar, memberikan banyak informasi tentang perlawanan kepada penjajah dan kuatnya semangat pahlawan zaman dulu"
6,Benteng roterdam adalah tempat atau gedung belanda..dan beraneka ragam benda2 dulu yg bisa kita lihat
7,"Waktu senggang saat bisnis trip saya sempatkan ke beberapa lokasi wisata terdekat di kota makassar. googling di google map, Fort Rotterdam menjadi salah satu objek wisata yang menarik, khususnya buast saya yang senang foto.Benar saja saat tiba di Fort Rotterdam, museum ini adalah tempat yg bagus. Cukup terkejut juga karena benteng ini masih cukup terawat. Cat bangunannya juga masih bagus, tapi sangat sayang setiap bagian bangunan minim informasi, seperti museum tanpa arti, kita sebagai pengunjung tidak mengetahui kegunaan gedung ini di masa lalu seperti apa. Sepertinya pengelola museum sengaja fort rotterdam dibiarkan tanpa informasi di dalamnya, sehingga bisa menjadi uang penghasilan sampingan bagi karyawan di sana. overall sih OK, yang pasti tempat ini photogenic."
8,Merupakan sebuah benteng yang beralih fungsi menjadi musium. Didalam benteng ada beberapa bangunan yg membentuk persegi empat. Terdapat 2 musium didalamnya yg berisi tentang sejarah pulau makassar. Di sudut kiri belakang terdapat ruang penjara yang dulunya adalah tempat disekapnya pangeran diponegoro oleh belanda. Namun sayangnya saat saya berkunjung penjara ini ditutup dan hanya bisa dilihat dari jendela. Masuk ke sisi lain bangunan yang ada jalan seperti lorong pajang yg oleh petugas di tutup dg almari kayu sehingga pengunjung tidak bisa terus berjalan.tamannya indah. Rumputnya hijau.
9,"Sungguh sangat terkesan sekali ketika pertama kalinya saya dan keluarga mengunjungi Benteng Rotterdam. Anda dapat melihat bangunan-bangunan bergaya arsitektur Belanda dan berbagai benda-benda peninggalan sejarah khususnya sejarah perjuangan rakyat Sulawesi Selatan. Pokoknya jika Anda ke Makassar, wajib deh mengunjungi tempat ini."
0,"Berkunjung k mall ini bln April lalu bersama teman. Parkiran sngtlah luas, tdak prlu khawatir tidak kebagian lahan parkir. Store nya jga banyak dan cukup lengkap, desain toilet juga lucu"
1,"Paling senang ngumpul bareng para ibu2 utk arisan dimall ini,krn bnyk t4 utk nongkrong dan bnyk event2 yg datangkan artis..."
2,"Tempat yang menarik, kuliner enak - enak semua keren abis nyesel klw tdk ke pipo klw berkunjung ke mksr, "
3,"Mall yang strategis keren dan kece menghadirkan artis2 papan atas sangat nyaman dan bisa sebagai objek wisata ketika ber akhir pekan, pokoknya kece abis klw berkunjung ke pipo"
4,Liburan hiburan menarik cuma dimall pipo keren. Terbaik! Ngopi asik Jossss. Banyak event menarik di mall inii
5,"Mallnya unik, bersih dan sangat comfy pokoknya cocok banget buat hangout kesana apalagi buat family, karena semuanya lengkap, mau nonton, karoke bareng family, tempat main anak dan tempat belanja bulanan buat rumah tangga jg bisa disana."
6,"Mall yg keren abis karna kalo udah msuk di mall ini udah berasa keliling dunia dengan spot foto menarik disetiap lantainya, juga salah satu mall yg selalu mengadakan event menarik dan keren seperti event ""kemitraan menjaga bumi"" yg sgt bermanfaat."
7,Tempat nya bagus banget cocok buat bersantai dan unik banget mall nya Setiap weekend sllu bareng teman
8,"Mallnya asik utk jd tempat nongkrong, sm teman ataupun sm relasi, krn suasananya asik & terasa berkelas, ditambah lagi interior mall yg berkonsep bbrp negara...Pokoknya asik & unik Very recommended😍👏👏👏"
9,"Paling senang jalan di mall ini. Banyak acaranya. Makan dan jalan nyaman sekali, mallnya dingin jadi betah. Tgl 5 februari ini ada acara lagi, ada artis katanya (di suruh datang lagi sama csnya) makasih yah info2nya."
0,Paling sering datang kesini meetup rame2 bareng teman2 karena banyak tempat ngopi makan ngumpul cerita2 + spot buat foto2 bareng dan bioskopnya juga keren sih nyaman banget ..
1,Mall pipo sangat hangat dan keren buat reuni dan kumpul keluarga . Menikmati sajian kuliner di setiap stand2nyaaa . Pipo favorit.
2,"Menurut sy mall ini yg paling keren dimakassar jg fashionable. Lebih keren nya lagi krn ada hotelnya gaes. Mallnya bersih nyaman trus tenant2 kuliner nya enak enak lo. berkelas, buat nongkrong ngopi asik jg.. Mo nonton di bioskop jg nyaman bgt. Intinya mall PIPO da best! 👌"
3,"Di Mall ini sangat banyak tempat-tempat nongkrong, entah itu bareng keluarga,teman, maupun pasangan."
4,"Sangat nyaman jalan bersama keluarga. Bisa nonton, makan dan ajak anak main. Nginap di hotel yg 1 gedung dengan mall, tengah malam masih bisa bersantai di area mall."
5,Mall terdiri dari 2 lantai dan tidak terlalu banyak toko.  Lebih banyak tempat makan tapi biasa aja.  Sepi dan tidak banyak pilihan. Diatasnya ada hotel Rinra. 
6,"Mall ini letaknya di kawasan pantai Losari, menyambung dengan hotel The Rinra. Tenant nya cukup seru dan update. Bahkan yang saya senang disini ada Chir Chir, masakan ayam goreng khas korea"
7,"lokasi ini sangat cocok untuk berwisata sambil berbelanja. selain panorama yang indah, bentuk dan textur dari mall ini sangan elegan dan harga relevan terjangkau."
8,"Mal kecil di kawasan Tanjung Bunga Makassar, dengan konsep mal keluarga dengan pilihan kuliner yang cukup lengkap dari yang sederhana sampai yang cukup mewah. Cocok sebgai tempat menhabiskan akhir pecan bersama keluarga."
9,"Mallnya keren dgn nuansa 5 kota Besar Dunia (NewYork, Hongkong, London, Amsterdam, Tokyo), Instagramable banget utk selfi2, utamanya interior toiletnya yg berbeda2 tema di setiap Zona Kota.. Buat makan2 banyak resto2 pilihan, ada jg Foodmart buat yg ingin ke Supermaket dgn harga Murah, ada SYNC buat yg ingin Karaokean bareng teman dan keluarga, dan jg CINEMAXX utk bioskopnya utk tempat nonton dgn pilihan studio Reguler dan Premiere utk nonton film2 Box Office rame2..🙏😇"
0,mall yang terintegrasi dengna hotel The RInra. cukup luas dan ada banyak wahana di dalamnya. bagus untuk membawa anak2. ada supermarket dan bioskop juga 
1,"karena menginap di the rinra , tentu saja mampir ke phinisi point.. waktu senggang dimanfaatkan untuk nonton.. tidak sempat untuk explore keseluruhan mall ini karena waktu yang saya punya terbatas,"
2,"Ternyata makassar punya mall yang modern banget plus nilai tambahnya banyak mural indah banget, kalau lagi ke makassar bisalah sempetin kesini bisa oke banget buat foto selfie.."
3,Hampir disetiap sudut pada mall ini memiliki mural yang indah. Dan ternyata mural tersebut hasil lukisan tangan seniman. Spot foto terbaik deh pokoknya.
4,"Keren, bersih, studio bersih, sound masih baru. Tak ada panggilan studio jadi jika sudah waktunya, silahkan langsung masuk ke studio. Pemutaran film tepat waktu."
5,tidak ada yang spesial. Saya tidak tahu mengapa begitu populer bagi orang lokal. beberapa restoran dan kafe. jangan buang waktumu.
6,"Tempat yang sangat sangat bagus untuk bepergian di seluruh dunia (Tokyo, London, Amsterdam, Hongkong, New York) tanpa VISA. . . ????"
7,"Phinisi Point Mall (juga dikenal sebagai PIPO Mall di antara penduduk setempat), memiliki banyak keunikan dan Anda bisa mendapatkan banyak pengunjung yang melakukan banyak selfie dan wefies. PIPO Mall sebenarnya adalah mal gaya hidup pertama di Makassar yang menampilkan lima kota terkenal di dunia, yaitu Tokyo, London, Hong Kong, Amsterdam dan New York.Selain memiliki interior yang sangat menarik, pengunjung juga dapat menikmati pesta makanan di sini karena ada banyak F & outlet bagi Anda untuk memilih dari dan pada saat yang sama, biarkan anak-anak Anda bermain di taman bermain anak-anak yang ditunjuk.Dalam hubungannya dengan konsep mal gaya hidup, PIPO Mall menawarkan berbagai tempat fotografi. Misalnya, di area Tokyo, Anda dapat mengambil gambar dengan replika Sumo raksasa dan di area ruang istirahat, wallpapernya semuanya bertema Jepang.Bagi pecinta selfie, ada sudut di area London yang saya anggap sangat bagus. Anda dapat mengambil foto selfies dengan bilik telepon yang terkenal berwarna merah di London dan juga bis bersusun.Tidak diragukan lagi mal yang sangat bagus untuk berada di dalamnya. Ini sepenuhnya ber-AC dan ada cukup banyak supermarket di ruang bawah tanah gedung di mana Anda dapat membeli kebutuhan sehari-hari dan kebutuhan sehari-hari Anda.Ada banyak tempat parkir di sini dan ini adalah salah satu mall yang mungkin tidak ingin Anda lewatkan setiap kali Anda berada di Makassar."
