0,Benteng sejarah dari jaman belanda . Letaknya di makassar sulawesi selatan . Ada museum harga masuk terbilang murah
1,spot favourite kalau ada tamu dari luar makassar saya ajak kesini. bersantai sambil belajar sejarah.
2,"Salah satu peninggalan masa penjajahan belanda yaitu benteng rotterdam, di benteng ini bangunannya sangatlah terawat dan terdapat museum yang memamerkan benda pusaka"
3,"Benteng Rotterdam merupakan salah satu peninggalan zaman penjajahan atau merupakan tempat bersejarah, dan benteng ini masih di lengkapi dengan barang yang bersejarah yang sangat antik, jadi buat kalian yang mau tau sejarah Indonesia khususnya di Sulawesi Selatan, silahkan datang langsung di Benteng Rotterdam, karena di sana kalian akan di pandu parah ahli sejarah yang the best 😘❤️"
4,"Liburan tidak perlu jauh-jauh di kota Makassar sendiri ada objek wisata sejarah yang bagus kita kunjungi bersama keluarga, Fort rotterdam, letaknya di tengah kota makassar, bangunan tua peninggalan belanda bisa kita temukan disini, yah sambil jalan-jalan kita bisa mengajarkan ke anak kita tentang sejarah"
5,Kesan Tempo Dulu nya masih melekat sehingga bagi para Milineal maupun para wisatawan yg kangen akan masa lalunya dapat berimajinasi disini... Upaya Pemprov utk melestarikan peninggalan sejarah sangat dikagumi... Meskipun kesan mistis terkadang terlihat di malam hari namun sangat menggambarkan perjuangan rakyat Sulawesi Umumnya dan Makassar khususnya...
6,"Kedua kali mengunjugi benteng Rotterdam. Kali ini bersama kedua anak saya yang sudah remaja. Mereka juga tampak menyenangi benteng ini. Terdapat pos di depan untuk absen, dan tidak dipungut biaya, namun saya membayar dengan suka rela. Di dalam benteng terdapat Museum La Galigo, biaya masuk cukup murah, ditemani guide lokal, kami menikmati museum. Sayangnya, guide meminta bayaran yang lebih dari perkiraan kami, karena museum sangat kecil dan sudah ada tarifnya. Mungkin perlu diperhatikan oleh pengelola Benteng Rotterdam. Pemeliharaan benteng ini perlu ditingkatkan lagi "
7,"Salah satu ikon sejarah kota Makassar adalah Benteng Rotterdam. Kini, Benteng Rotterdam menjadi salah satu destinasi wisata paling popular di Makassar, baik bagi wisatawan asing maupun wisatawan lokal karena banyak spot spot kece buat foto foto selain itu di Benteng Rotterdam juga ada museum yang bisa disinggahi.Untuk kalian yang sedang berkunjung ke Makassar jangan lupa mampir ya... ♥️"
8,"Bangunan ini sejatinya bangunan yang memiliki nilai sejarah yang sangat tinggi. Kita bisa belajar bagaimana perjuangan Sultan Hasanuddin dalam melawan penjajahan belanda, dan kita juga bisa belajar tentang kisah pangeran diponegoro yang dipenjara oleh belanda dalam benteng ini. Sy pribadi sangat mengagumi dan menaruh rasa hormat yang besar terhadap kedua tokoh pahlawan bangsa tersebut. Namun sayang memang, penghargaan terhadap tempat bersejarah ini sangatlah rendah menurut saya. Adanya coretan dan pemeliharaan museum serta ruang bersejarah lainnya masih belum bisa memuaskan saya. Benteng ini juga dijadikan kantor salah satu instansi pemerintah dan seringkali kendaraan yang mungkin milik orang kantor tsb parkir di area dalam benteng jadinya merusak pemandangan. Hal yang sangat menyebalkan bagi saya adalah disaat saya melihat lantai asli benteng ini diganti dengan keramik padahal lantai aslinya setau saya cukup kokoh. saya tidak tau apa alasan lantainya diganti, kalaulah alasan penggantiannya biar terkesan ""up to date"" maka itu menurut saya adalah sebuah keputusan yang sangat KELIRU. Maaf saya hanya kasih 2 bintang karena saya ingin tempat ini benar2 ditingkatkan kualitasnya sebagai objek sejarah yang mempunyai nilai tinggi dan layak mendapat 5 bintang."
9,Saya mengunjungi salah satu situs peninggalan Belanda ini saat ada konser. Meski ada persiapan konser untunglah tetap buka. Arsitektur nya menarik sama seperti peninggalan Belanda di Indonesia pada umumnya. Ada museum nya juga dan hanya membayar 5000 rupiah untuk masuk. Spot menarik untuk berfoto juga banyak
0,"Ni seumur umur baru sekali masuk kesinii...Ini benteng udah kayak reruntuhan gt hehe.. tp ddlam masih ada bangunannya sih..Sebenarnya layak si ini mesti dijaga dan dilestarikan, krn sisi historicalnya..Cuma saat ini dl wkt ksna.. cm pas kesana tu ya hnya bangunann aja..Mungkin bisa kalau ada pentas2 kesenian bugis atau lainnya bisa perform disitu..lbh oke."
1,Sepulang dari Kendari dalam rangka Pameran Hari Pangan Sedunia Ke 39 kami transit Makassar dan mnyempatkan dirri brkunjung ke benteng ini
2,"Wisatawan yang ingin mengetahui sejarah, bisa berkunjung kesini. Ada Museum Lagaligo, meriam, dan tempat penahanan Pangeran Diponegoro"
3,Salah satu tempat bersejarah di Makassar kita dapat mengetahui bagaimna begitu hebatnya pahlawan serta peninggalan bersejarah
4,"Bagus, view sangat-sangat bagus, pusat kota, dekat dengan pantai Losari, dekat dengan Hotel Arthama, transportasi lancar, dekat dengan pusat perbelanjaan"
5,"Benteng ini terletak di dekata pantai Losari Makassar sehingga mudah terjangkau. Benteng ini di buat saat Belanda, masih cukup terawat sampai saat ini, masuknya gratis, terdapat penjara di dalam benteng. Cukup bagus untuk mengetahui sejarah Makassar zaman dulu"
6,Benteng Fort Rotterdam adalah benteng peninggalan bersejarah yang dibangun putra terbaik Makassar pada jamannya
7,"Benteng ini cukup bagus, peninggalan jaman dahulu yang masih kokoh, dan pemerintah kota Makassar cukup bagus dalam memeliharanya. Setiap orang dapat belajar tentang Sejarah Makassar, untuk masuk tidak dipungut uang, akan tetapi pada saat masuk tiap gedung di tarik Rp.5.000,- untuk 2 gedung. Menurut saya bagus karena semua lapisan masyarakat bisa masuk dan tiket2 gedung yang membayar itu bisa digunakan untuk pemeliharaan gedung dan keperluan lainnya, sehingga generasi muda bisa banyak belajar sejarah."
8,Setiap kali ke makassar saya pasti ke rotterdam tapi teman2 kebanyakan sebutnya benteng salah satu icon kota makassar
9,"Tempat bersejarah yg mesti dikunjungi...karena tutup jam 18.00 wita, sebaiknya dtg ke fort nya sebelum senja....selanjutny bisa cuusss ke pantai losari...ga jauh dri fort,tapi krn lg capek jalan kita pesan grab aja....."
0,Salah satu tempat yang wajib dikunjungi jika berwisata ke Makassar. Viewnya bagus dengan latar benteng tua yang kokoh....kalau kesana jangan lupa minta didampingi pemandu. Karena latar belakang sejarahnya juga menarik....terus kemarin dapet pemandu yang juga tahu spot-spot foto kece. Hehheeh.....
1,Satu2nya Museum yg paling banyak dikunjungi oleh wisatawan mancanegara dan lokal.Lokasi sangat strategis di pusat kota makassar
2,Berkunjung di situs-situs bersejarah dan mengenalkan anak tentang sejarah sangat baik. Dan salah satu tempat yang wajib dikunjungi di Makassar adalah Benteng Rotterdam ini.
3,"rekomendasi wisata sejarah....berdekatan dengan pantai losari, dan daerah keramaian. banyak kunjungan sekolah dan pendidikan ke tempat ini, benteng yang berbentuk penyu."
4,lumayan masih seperti dulu tempat main saya jaman kecil harus dilestarikan dan dijaga cuma tulisan rotterdam dan patung sultan hassanudinnya kurang mendapat perawatan
5,Di sini bisa melihat sejarah kolonial terbentuknya benteng ini... jika ingin memasuki museum la galigo harus membayar sebuah tiket masuk
6,bentengnya sudah direnovasi namun masih menyisakan arsitektur khas belanda. tatanan bangunannya rapi dan baik. cocok untuk wisata sejarah 
7,Wisata free cuma bayar pakir aja.Enaknyaa sore-sore kesininya udah adem heheBermain sama belajar dong ...
8,Bangunan nya sangat terawat dan bersih. Kami dibantu oleh guide mengenai sejarah berdirinya bangunan tersebut. Benteng ini menambah wawasan baru kepada kami dan anak2 kami mengenai salah satu peninggalan Belanda yang masih ada di Indonesia.
9,Tempat bagus untuk belajar sejarah kepada anak anak. Terdapat museum lagaligo didalamnya.tidak semua ruangan yang bisa dimasuki.
0,"Salah satu simbol perjuangan rakyat Makassar melawan penjajahan Belanda dan Jepang. Benteng ini dari atas berbentu penyu, di sini landscapenya masih dipertahankan untuk mengingat kembali perjuangan para pahlawan."
